session_id,session_start_ts,session_end_ts,session_duration,utm_source,utm_campaign,utm_medium,utm_term,utm_content,client_id
19d53a98-5ae7-11eb-b0b2-acde48001122,2020-08-10 12:09:47.276149,2020-08-10 12:10:58.282225,71,,,,,,830333202-483914880
19d53ba6-5ae7-11eb-b0b2-acde48001122,2020-08-11 09:23:58.338214,2020-08-11 09:25:10.429221,72,,,,,,830333202-483914880
19d53cbe-5ae7-11eb-b0b2-acde48001122,2020-08-15 02:51:04.403298,2020-08-15 02:52:21.465337,77,,,,,,830333202-483914880
19d5445c-5ae7-11eb-b0b2-acde48001122,2020-08-15 13:34:55.456394,2020-08-15 13:36:04.543422,69,fb,lal|772023,lal,,,830333202-483914880
19d546b4-5ae7-11eb-b0b2-acde48001122,2020-02-24 09:46:54.090072,2020-02-24 09:47:54.136098,60,,,,,,28897314-329863990
19d547e0-5ae7-11eb-b0b2-acde48001122,2020-02-28 00:45:24.141152,2020-02-28 00:46:19.167240,55,yandex_direct,ret|574813,ret,,,28897314-329863990
19d54916-5ae7-11eb-b0b2-acde48001122,2020-02-28 11:05:07.205156,2020-02-28 11:06:09.262160,62,,,,,,28897314-329863990
19d54a2e-5ae7-11eb-b0b2-acde48001122,2020-03-03 03:57:18.205231,2020-03-03 03:58:13.234321,55,yandex_direct,gnrl|326308,gnrl,,,28897314-329863990
19d54b5a-5ae7-11eb-b0b2-acde48001122,2020-03-03 14:26:28.205288,2020-03-03 14:27:12.252301,44,,,,,,28897314-329863990
19d54c7c-5ae7-11eb-b0b2-acde48001122,2020-03-07 09:06:53.278368,2020-03-07 09:07:41.280442,48,,,,,,28897314-329863990
19d55438-5ae7-11eb-b0b2-acde48001122,2020-08-12 15:08:46.175143,2020-08-12 15:09:50.215188,64,yandex_direct,gnrl|445275,gnrl,,,750003848-167309021
19d555be-5ae7-11eb-b0b2-acde48001122,2020-08-14 18:45:26.201227,2020-08-14 18:46:16.294309,50,,,,,,750003848-167309021
19d556e0-5ae7-11eb-b0b2-acde48001122,2020-08-16 22:56:37.281229,2020-08-16 22:57:33.342309,56,,,,,,750003848-167309021
19d558ca-5ae7-11eb-b0b2-acde48001122,2020-04-21 21:27:24.130111,2020-04-21 21:28:45.136145,81,,,,,,149222793-629266954
19d55aaa-5ae7-11eb-b0b2-acde48001122,2020-04-28 06:49:56.086075,2020-04-28 06:50:56.132161,60,yandex_direct,gnrl|326308,gnrl,,,841363773-727659336
19d55be0-5ae7-11eb-b0b2-acde48001122,2020-05-04 04:50:14.180078,2020-05-04 04:51:00.220103,46,,,,,,841363773-727659336
19d55dd4-5ae7-11eb-b0b2-acde48001122,2020-09-21 20:09:14.125043,2020-09-21 20:10:13.147055,59,,,,,,150357425-2126687060
19d55eec-5ae7-11eb-b0b2-acde48001122,2020-09-27 14:25:46.169076,2020-09-27 14:26:27.251128,41,,,,,,150357425-2126687060
19d560cc-5ae7-11eb-b0b2-acde48001122,2020-03-24 01:59:25.114077,2020-03-24 02:00:27.160139,62,yandex_direct,ret|574813,ret,,,2092305316-98182683
19d561ee-5ae7-11eb-b0b2-acde48001122,2020-03-24 06:27:01.114125,2020-03-24 06:27:55.155129,54,,,,,,2092305316-98182683
19d562fc-5ae7-11eb-b0b2-acde48001122,2020-03-30 05:44:14.156194,2020-03-30 05:45:14.192244,60,yandex_direct,gnrl|863656,gnrl,,,2092305316-98182683
19d564e6-5ae7-11eb-b0b2-acde48001122,2020-05-10 14:44:24.125129,2020-05-10 14:45:20.194210,56,yandex_direct,gnrl|445275,gnrl,,,2000650476-1259124715
19d566da-5ae7-11eb-b0b2-acde48001122,2020-08-29 21:00:15.052089,2020-08-29 21:01:25.055127,70,,,,,,1238119072-242362229
19d567f2-5ae7-11eb-b0b2-acde48001122,2020-08-30 20:21:02.074169,2020-08-30 20:22:00.136228,58,yandex_direct,gnrl|845242,gnrl,,,1238119072-242362229
19d5691e-5ae7-11eb-b0b2-acde48001122,2020-09-04 06:18:35.159181,2020-09-04 06:19:31.195269,56,,,,,,1238119072-242362229
19d56ffe-5ae7-11eb-b0b2-acde48001122,2020-09-07 22:35:37.225256,2020-09-07 22:36:32.304261,55,google_ads,lal|487809,lal,,,1238119072-242362229
19d57170-5ae7-11eb-b0b2-acde48001122,2020-09-09 03:00:48.231339,2020-09-09 03:01:47.318405,59,yandex_direct,ret|574813,ret,,,1238119072-242362229
19d572a6-5ae7-11eb-b0b2-acde48001122,2020-09-09 09:54:16.310402,2020-09-09 09:55:19.338435,63,yandex_direct,gnrl|863656,gnrl,,,1238119072-242362229
19d574c2-5ae7-11eb-b0b2-acde48001122,2020-07-01 17:19:44.134082,2020-07-01 17:20:30.167108,46,yandex_direct,ret|574813,ret,,,1161617003-1753473191
19d575f8-5ae7-11eb-b0b2-acde48001122,2020-07-02 07:27:24.172152,2020-07-02 07:28:03.228206,39,,,,,,1161617003-1753473191
19d577f6-5ae7-11eb-b0b2-acde48001122,2020-10-16 00:36:29.072030,2020-10-16 00:37:24.166070,55,,,,,,1495075410-863551030
19d579d6-5ae7-11eb-b0b2-acde48001122,2020-12-07 09:03:14.106058,2020-12-07 09:03:58.199152,44,yandex_direct,ret|574813,ret,,,826287831-833861989
19d57b02-5ae7-11eb-b0b2-acde48001122,2020-12-08 18:01:40.109087,2020-12-08 18:02:55.175173,75,vk,lal|727027,lal,,,826287831-833861989
19d57cf6-5ae7-11eb-b0b2-acde48001122,2020-06-05 16:28:48.125081,2020-06-05 16:29:49.205108,61,,,,,,1060302747-977659902
19d57eea-5ae7-11eb-b0b2-acde48001122,2020-06-25 01:58:52.168090,2020-06-25 01:59:58.260182,66,google_ads,lal|487809,lal,,,95960527-1766122042
19d5800c-5ae7-11eb-b0b2-acde48001122,2020-06-25 18:36:51.265117,2020-06-25 18:37:50.353213,59,,,,,,95960527-1766122042
19d58124-5ae7-11eb-b0b2-acde48001122,2020-06-30 17:32:33.363168,2020-06-30 17:33:22.426260,49,yandex_direct,gnrl|953233,gnrl,,,95960527-1766122042
19d58318-5ae7-11eb-b0b2-acde48001122,2020-11-08 01:46:48.108083,2020-11-08 01:47:43.167125,55,yandex_direct,gnrl|445275,gnrl,,,1141444002-23534516
19d5846c-5ae7-11eb-b0b2-acde48001122,2020-11-13 08:46:20.175159,2020-11-13 08:46:59.238177,39,,,,,,1141444002-23534516
19d58868-5ae7-11eb-b0b2-acde48001122,2020-08-30 04:15:55.188103,2020-08-30 04:17:12.205188,77,yandex_direct,gnrl|863656,gnrl,,,1254433796-1762433918
19d58a20-5ae7-11eb-b0b2-acde48001122,2020-09-01 16:39:53.256161,2020-09-01 16:40:46.329203,53,yandex_direct,gnrl|445275,gnrl,,,1254433796-1762433918
19d58b74-5ae7-11eb-b0b2-acde48001122,2020-09-03 12:24:44.282222,2020-09-03 12:25:38.324299,54,,,,,,1254433796-1762433918
19d58caa-5ae7-11eb-b0b2-acde48001122,2020-09-03 16:51:11.290285,2020-09-03 16:52:01.367355,50,vk,lal|727027,lal,,,1254433796-1762433918
19d58dd6-5ae7-11eb-b0b2-acde48001122,2020-09-04 03:20:57.327340,2020-09-04 03:21:42.382414,45,,,,,,1254433796-1762433918
19d58fde-5ae7-11eb-b0b2-acde48001122,2020-03-16 18:59:51.084105,2020-03-16 19:01:03.092121,72,,,,,,286744911-1392614817
19d59114-5ae7-11eb-b0b2-acde48001122,2020-03-17 14:51:04.137178,2020-03-17 14:51:59.161228,55,fb,gnrl|755263,gnrl,,,286744911-1392614817
19d59312-5ae7-11eb-b0b2-acde48001122,2020-05-22 00:40:54.100103,2020-05-22 00:41:48.193187,54,yandex_direct,gnrl|326308,gnrl,,,832599597-1781621632
19d59510-5ae7-11eb-b0b2-acde48001122,2020-11-05 15:46:34.095138,2020-11-05 15:47:34.163205,60,,,,,,1064482016-866933912
19d59632-5ae7-11eb-b0b2-acde48001122,2020-11-11 08:56:42.176189,2020-11-11 08:57:50.251202,68,,,,,,1064482016-866933912
19d59740-5ae7-11eb-b0b2-acde48001122,2020-11-16 07:41:31.226248,2020-11-16 07:42:41.257322,70,,,,,,1064482016-866933912
19d59916-5ae7-11eb-b0b2-acde48001122,2020-09-06 10:50:06.117054,2020-09-06 10:51:02.183072,56,yandex_direct,gnrl|953233,gnrl,,,109153980-2118587570
19d59a42-5ae7-11eb-b0b2-acde48001122,2020-09-07 16:13:18.136090,2020-09-07 16:14:20.162186,62,yandex_direct,gnrl|326308,gnrl,,,109153980-2118587570
19d59b8c-5ae7-11eb-b0b2-acde48001122,2020-09-10 13:36:27.224181,2020-09-10 13:37:31.235189,64,yandex_direct,ret|574813,ret,,,109153980-2118587570
19d59dc6-5ae7-11eb-b0b2-acde48001122,2020-02-13 18:22:48.097075,2020-02-13 18:23:45.130151,57,,,,,,715905459-211844118
19d5a1b8-5ae7-11eb-b0b2-acde48001122,2020-02-16 07:41:16.191081,2020-02-16 07:41:52.225165,36,google_ads,lal|487809,lal,,,715905459-211844118
19d5a564-5ae7-11eb-b0b2-acde48001122,2020-04-03 19:35:04.114080,2020-04-03 19:36:15.198139,71,,,,,,362875089-306655557
19d5a78a-5ae7-11eb-b0b2-acde48001122,2020-04-11 03:10:21.140111,2020-04-11 03:11:13.211202,52,,,,,,362875089-306655557
19d5a9a6-5ae7-11eb-b0b2-acde48001122,2020-04-18 04:07:06.213141,2020-04-18 04:08:11.247153,65,vk,lal|727027,lal,,,362875089-306655557
19d5abcc-5ae7-11eb-b0b2-acde48001122,2020-04-18 05:48:41.267221,2020-04-18 05:49:52.274232,71,,,,,,362875089-306655557
19d5ae06-5ae7-11eb-b0b2-acde48001122,2020-04-24 16:15:15.310254,2020-04-24 16:16:13.342315,58,,,,,,362875089-306655557
19d5b07c-5ae7-11eb-b0b2-acde48001122,2020-03-31 16:01:58.013153,2020-03-31 16:03:01.072239,63,,,,,,1538027941-943801261
19d5b1bc-5ae7-11eb-b0b2-acde48001122,2020-04-01 06:33:49.101158,2020-04-01 06:34:44.177166,55,,,,,,1538027941-943801261
19d5b3b0-5ae7-11eb-b0b2-acde48001122,2020-10-26 17:38:08.048108,2020-10-26 17:39:04.060136,56,yandex_direct,gnrl|445275,gnrl,,,220314888-2030571732
19d5b4dc-5ae7-11eb-b0b2-acde48001122,2020-10-31 03:26:47.073130,2020-10-31 03:27:56.078186,69,yandex_direct,gnrl|953233,gnrl,,,220314888-2030571732
19d5b5fe-5ae7-11eb-b0b2-acde48001122,2020-11-06 00:38:50.168175,2020-11-06 00:39:52.174184,62,,,,,,220314888-2030571732
19d5b720-5ae7-11eb-b0b2-acde48001122,2020-11-09 11:29:04.192193,2020-11-09 11:30:14.252242,70,,,,,,220314888-2030571732
19d5b91e-5ae7-11eb-b0b2-acde48001122,2020-12-15 08:17:21.100093,2020-12-15 08:18:18.123172,57,yandex_direct,ret|574813,ret,,,1387729369-1410617302
19d5ba4a-5ae7-11eb-b0b2-acde48001122,2020-12-15 22:13:32.138155,2020-12-15 22:14:25.229198,53,,,,,,1387729369-1410617302
19d5bc2a-5ae7-11eb-b0b2-acde48001122,2020-11-14 13:36:33.098147,2020-11-14 13:37:35.184150,62,,,,,,1995492359-513612377
19d5bd42-5ae7-11eb-b0b2-acde48001122,2020-11-20 10:49:30.111205,2020-11-20 10:50:25.166297,55,,,,,,1995492359-513612377
19d5be5a-5ae7-11eb-b0b2-acde48001122,2020-11-20 16:05:03.112291,2020-11-20 16:06:07.193388,64,,,,,,1995492359-513612377
19d5c04e-5ae7-11eb-b0b2-acde48001122,2020-08-30 17:57:28.135026,2020-08-30 17:58:02.197034,34,,,,,,1006957276-1220262181
19d5c238-5ae7-11eb-b0b2-acde48001122,2020-08-27 07:41:54.052077,2020-08-27 07:42:46.105175,52,,,,,,185971530-272663261
19d5c346-5ae7-11eb-b0b2-acde48001122,2020-08-31 15:35:24.093077,2020-08-31 15:36:35.115155,71,fb,lal|772023,lal,,,185971530-272663261
19d5c54e-5ae7-11eb-b0b2-acde48001122,2020-04-04 05:15:01.015103,2020-04-04 05:15:58.085174,57,,,,,,1791349393-1857132642
19d5c670-5ae7-11eb-b0b2-acde48001122,2020-04-09 20:30:48.082107,2020-04-09 20:31:51.109123,63,,,,,,1791349393-1857132642
19d5c77e-5ae7-11eb-b0b2-acde48001122,2020-04-10 13:13:02.166151,2020-04-10 13:13:52.244220,50,fb,gnrl|755263,gnrl,,,1791349393-1857132642
19d5c896-5ae7-11eb-b0b2-acde48001122,2020-04-15 11:04:12.237174,2020-04-15 11:05:16.242177,64,yandex_direct,gnrl|326308,gnrl,,,1791349393-1857132642
19d5c9b8-5ae7-11eb-b0b2-acde48001122,2020-04-15 12:28:55.239268,2020-04-15 12:29:41.328337,46,yandex_direct,gnrl|863656,gnrl,,,1791349393-1857132642
19d5cae4-5ae7-11eb-b0b2-acde48001122,2020-04-20 08:33:20.250321,2020-04-20 08:34:05.294387,45,,,,,,1791349393-1857132642
19d5ccec-5ae7-11eb-b0b2-acde48001122,2020-08-12 04:24:41.075036,2020-08-12 04:25:50.165097,69,,,,,,1165524611-1908522403
19d5cdfa-5ae7-11eb-b0b2-acde48001122,2020-08-12 08:57:32.165123,2020-08-12 08:58:39.186123,67,yandex_direct,gnrl|326308,gnrl,,,1165524611-1908522403
19d5cf26-5ae7-11eb-b0b2-acde48001122,2020-08-17 18:48:43.248188,2020-08-17 18:49:37.288244,54,yandex_direct,ret|574813,ret,,,1165524611-1908522403
19d5d048-5ae7-11eb-b0b2-acde48001122,2020-08-20 21:18:40.326211,2020-08-20 21:19:42.346297,62,yandex_direct,ret|574813,ret,,,1165524611-1908522403
19d5d23c-5ae7-11eb-b0b2-acde48001122,2020-06-26 05:26:32.169184,2020-06-26 05:27:36.191272,64,yandex_direct,gnrl|845242,gnrl,,,977210465-54763416
19d5d368-5ae7-11eb-b0b2-acde48001122,2020-06-28 22:53:35.222206,2020-06-28 22:54:34.226295,59,,,,,,977210465-54763416
19d5d476-5ae7-11eb-b0b2-acde48001122,2020-06-29 12:49:42.290223,2020-06-29 12:50:28.372269,46,,,,,,977210465-54763416
19d5d598-5ae7-11eb-b0b2-acde48001122,2020-06-29 15:36:11.292285,2020-06-29 15:37:03.355322,52,,,,,,977210465-54763416
19d5e0b0-5ae7-11eb-b0b2-acde48001122,2020-07-02 04:28:47.331370,2020-07-02 04:29:51.426464,64,,,,,,977210465-54763416
19d5e222-5ae7-11eb-b0b2-acde48001122,2020-07-04 10:06:17.361380,2020-07-04 10:07:20.460395,63,yandex_direct,gnrl|845242,gnrl,,,977210465-54763416
19d5e484-5ae7-11eb-b0b2-acde48001122,2020-10-22 08:12:01.127058,2020-10-22 08:13:02.128096,61,,,,,,842690177-1218759106
19d5e60a-5ae7-11eb-b0b2-acde48001122,2020-10-26 18:37:18.217140,2020-10-26 18:38:21.299192,63,yandex_direct,gnrl|326308,gnrl,,,842690177-1218759106
19d5e740-5ae7-11eb-b0b2-acde48001122,2020-10-29 12:03:58.261179,2020-10-29 12:04:45.345191,47,,,,,,842690177-1218759106
19d5e862-5ae7-11eb-b0b2-acde48001122,2020-10-30 17:45:25.264183,2020-10-30 17:46:26.290263,61,,,,,,842690177-1218759106
19d5e97a-5ae7-11eb-b0b2-acde48001122,2020-10-31 09:08:36.330231,2020-10-31 09:09:44.418312,68,fb,lal|772023,lal,,,842690177-1218759106
19d5eb78-5ae7-11eb-b0b2-acde48001122,2020-01-29 21:03:25.095059,2020-01-29 21:04:15.128115,50,,,,,,1555982523-1444088418
19d5ec90-5ae7-11eb-b0b2-acde48001122,2020-01-31 11:11:59.127060,2020-01-31 11:12:50.187118,51,,,,,,1555982523-1444088418
19d5eda8-5ae7-11eb-b0b2-acde48001122,2020-02-02 00:13:57.165138,2020-02-02 00:14:58.234155,61,,,,,,1555982523-1444088418
19d5eec0-5ae7-11eb-b0b2-acde48001122,2020-02-05 03:37:17.165166,2020-02-05 03:38:00.230187,43,,,,,,1555982523-1444088418
19d5f0c8-5ae7-11eb-b0b2-acde48001122,2020-02-22 05:37:11.127114,2020-02-22 05:38:19.177186,68,yandex_direct,gnrl|953233,gnrl,,,630798330-2054074368
19d5f1fe-5ae7-11eb-b0b2-acde48001122,2020-02-22 13:59:44.192155,2020-02-22 14:00:44.197167,60,yandex_direct,gnrl|863656,gnrl,,,630798330-2054074368
19d5f32a-5ae7-11eb-b0b2-acde48001122,2020-02-24 03:40:18.216225,2020-02-24 03:41:14.299238,56,google_ads,lal|487809,lal,,,630798330-2054074368
19d5f456-5ae7-11eb-b0b2-acde48001122,2020-02-25 00:42:29.242324,2020-02-25 00:43:41.312396,72,fb,lal|772023,lal,,,630798330-2054074368
19d5f654-5ae7-11eb-b0b2-acde48001122,2020-06-26 06:22:49.153076,2020-06-26 06:23:47.204127,58,fb,lal|772023,lal,,,179536219-1842432107
19d5f794-5ae7-11eb-b0b2-acde48001122,2020-06-28 08:35:14.210110,2020-06-28 08:36:22.305179,68,google_ads,lal|487809,lal,,,179536219-1842432107
19d5f992-5ae7-11eb-b0b2-acde48001122,2020-11-22 05:24:43.144087,2020-11-22 05:25:45.147178,62,,,,,,2060732468-653831175
19d5fbae-5ae7-11eb-b0b2-acde48001122,2020-11-14 07:07:22.104101,2020-11-14 07:08:21.196162,59,yandex_direct,gnrl|445275,gnrl,,,453757323-1586584241
19d5fd02-5ae7-11eb-b0b2-acde48001122,2020-11-15 14:30:52.130187,2020-11-15 14:31:42.179188,50,yandex_direct,ret|574813,ret,,,453757323-1586584241
19d5ff14-5ae7-11eb-b0b2-acde48001122,2020-03-21 22:41:44.103106,2020-03-21 22:42:41.198161,57,fb,lal|772023,lal,,,1388889566-62219797
19d60112-5ae7-11eb-b0b2-acde48001122,2020-05-19 07:22:23.142163,2020-05-19 07:23:29.174226,66,,,,,,38981437-2122291409
19d60234-5ae7-11eb-b0b2-acde48001122,2020-05-20 07:11:21.241250,2020-05-20 07:12:08.247327,47,yandex_direct,gnrl|445275,gnrl,,,38981437-2122291409
19d60432-5ae7-11eb-b0b2-acde48001122,2020-11-23 02:41:26.118168,2020-11-23 02:42:36.135191,70,yandex_direct,gnrl|953233,gnrl,,,611013564-2080849613
19d6055e-5ae7-11eb-b0b2-acde48001122,2020-11-25 21:27:34.127261,2020-11-25 21:28:29.206346,55,,,,,,611013564-2080849613
19d60676-5ae7-11eb-b0b2-acde48001122,2020-11-30 06:15:14.173336,2020-11-30 06:16:23.173336,69,,,,,,611013564-2080849613
19d60860-5ae7-11eb-b0b2-acde48001122,2020-11-18 06:51:30.150077,2020-11-18 06:52:33.247104,63,,,,,,1339072972-70893005
19d60a36-5ae7-11eb-b0b2-acde48001122,2020-01-29 06:23:14.089044,2020-01-29 06:24:12.181109,58,,,,,,1266328437-25508157
19d60b58-5ae7-11eb-b0b2-acde48001122,2020-02-02 07:24:12.093107,2020-02-02 07:25:06.140181,54,yandex_direct,gnrl|863656,gnrl,,,1266328437-25508157
19d60c98-5ae7-11eb-b0b2-acde48001122,2020-02-03 01:03:26.172206,2020-02-03 01:04:25.177305,59,,,,,,1266328437-25508157
19d60e32-5ae7-11eb-b0b2-acde48001122,2020-02-08 23:37:50.257220,2020-02-08 23:39:16.267306,86,,,,,,1266328437-25508157
19d60f4a-5ae7-11eb-b0b2-acde48001122,2020-02-09 15:40:31.304306,2020-02-09 15:42:03.308355,92,,,,,,1266328437-25508157
19d6113e-5ae7-11eb-b0b2-acde48001122,2020-05-22 11:52:05.165072,2020-05-22 11:52:54.250110,49,,,,,,1886640787-1955619869
19d61256-5ae7-11eb-b0b2-acde48001122,2020-05-23 06:44:27.199168,2020-05-23 06:45:20.219204,53,,,,,,1886640787-1955619869
19d6144a-5ae7-11eb-b0b2-acde48001122,2020-12-23 01:48:03.159029,2020-12-23 01:49:02.254125,59,,,,,,771704916-921331904
19d61648-5ae7-11eb-b0b2-acde48001122,2020-11-10 04:41:49.089176,2020-11-10 04:42:46.154182,57,,,,,,1716735576-728153208
19d61760-5ae7-11eb-b0b2-acde48001122,2020-11-11 00:24:28.173226,2020-11-11 00:25:12.190264,44,google_ads,lal|487809,lal,,,1716735576-728153208
19d6195e-5ae7-11eb-b0b2-acde48001122,2020-05-26 09:18:43.113116,2020-05-26 09:19:41.121204,58,yandex_direct,gnrl|326308,gnrl,,,1808924623-749930412
19d61a80-5ae7-11eb-b0b2-acde48001122,2020-05-27 05:56:20.180122,2020-05-27 05:57:28.272144,68,,,,,,1808924623-749930412
19d61b8e-5ae7-11eb-b0b2-acde48001122,2020-05-27 16:36:37.236163,2020-05-27 16:37:37.335262,60,fb,lal|772023,lal,,,1808924623-749930412
19d61cb0-5ae7-11eb-b0b2-acde48001122,2020-06-02 01:30:35.242245,2020-06-02 01:31:42.311287,67,yandex_direct,gnrl|863656,gnrl,,,1808924623-749930412
19d61ea4-5ae7-11eb-b0b2-acde48001122,2020-11-11 02:04:35.134057,2020-11-11 02:05:42.191098,67,,,,,,2060053294-1037243974
19d61fbc-5ae7-11eb-b0b2-acde48001122,2020-11-14 19:06:46.201124,2020-11-14 19:07:48.300167,62,yandex_direct,gnrl|445275,gnrl,,,2060053294-1037243974
19d620de-5ae7-11eb-b0b2-acde48001122,2020-11-15 02:31:03.277136,2020-11-15 02:32:08.335227,65,yandex_direct,gnrl|953233,gnrl,,,2060053294-1037243974
19d622d2-5ae7-11eb-b0b2-acde48001122,2020-01-09 17:42:18.115091,2020-01-09 17:43:14.164103,56,,,,,,1173856053-102092985
19d623ea-5ae7-11eb-b0b2-acde48001122,2020-01-10 09:54:42.129115,2020-01-10 09:55:44.196189,62,yandex_direct,ret|574813,ret,,,1173856053-102092985
19d62502-5ae7-11eb-b0b2-acde48001122,2020-01-15 11:48:04.171203,2020-01-15 11:49:22.204239,78,,,,,,1173856053-102092985
19d62610-5ae7-11eb-b0b2-acde48001122,2020-01-18 13:48:26.268295,2020-01-18 13:49:24.354387,58,yandex_direct,gnrl|953233,gnrl,,,1173856053-102092985
19d62728-5ae7-11eb-b0b2-acde48001122,2020-01-22 08:58:02.355306,2020-01-22 08:59:00.371327,58,,,,,,1173856053-102092985
19d630b0-5ae7-11eb-b0b2-acde48001122,2020-01-26 05:02:09.410380,2020-01-26 05:03:17.492428,68,yandex_direct,gnrl|953233,gnrl,,,1173856053-102092985
19d63240-5ae7-11eb-b0b2-acde48001122,2020-01-31 14:13:46.495452,2020-01-31 14:14:44.565541,58,,,,,,1173856053-102092985
19d63628-5ae7-11eb-b0b2-acde48001122,2020-07-11 11:32:17.064043,2020-07-11 11:33:32.080074,75,,,,,,318675615-1691269906
19d63812-5ae7-11eb-b0b2-acde48001122,2020-07-16 23:05:58.111116,2020-07-16 23:06:59.176180,61,fb,lal|772023,lal,,,318675615-1691269906
19d63a24-5ae7-11eb-b0b2-acde48001122,2020-07-17 04:26:44.118132,2020-07-17 04:27:28.141219,44,,,,,,318675615-1691269906
19d63d08-5ae7-11eb-b0b2-acde48001122,2020-11-10 09:07:11.119095,2020-11-10 09:08:17.167104,66,yandex_direct,gnrl|845242,gnrl,,,240011177-1067741346
